NAMESPACE                       NAME                                                  IMAGE REPOSITORY                                                                                                                        TAGS                                                           UPDATED
conjur-poc                      cityapp                                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-poc/cityapp                                                          1.0                                                            18 months ago
conjur-poc                      conjur-appliance                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-poc/conjur-appliance                                                 11.3.0                                                         18 months ago
conjur-poc                      conjur-kubernetes-authenticator                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-poc/conjur-kubernetes-authenticator                                  latest                                                         18 months ago
conjur-poc                      dap-seedfetcher                                       default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-poc/dap-seedfetcher                                                  latest                                                         17 months ago
conjur-poc                      secretless-broker                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/conjur-poc/secretless-broker                                                latest                                                         18 months ago
csp-ppd                         csp-delete-api                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/csp-ppd/csp-delete-api                                                      1.0.4,latest,1.0.2,1.0.1,1.0.0                                 5 weeks ago
csp-ppd                         csp-download-api                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/csp-ppd/csp-download-api                                                    1.0.3,latest,1.0.1,1.0.0                                       6 weeks ago
csp-ppd                         csp-downloadb64-api                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/csp-ppd/csp-downloadb64-api                                                 latest,1.0.4,1.0.3,1.0.1,1.0.0                                 6 weeks ago
csp-ppd                         csp-movetier-api                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/csp-ppd/csp-movetier-api                                                    1.0.3,latest,1.0.2,1.0.1,1.0.0                                 6 weeks ago
csp-ppd                         csp-multiupload-api                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/csp-ppd/csp-multiupload-api                                                 1.0.4,latest,1.0.3,1.0.2                                       6 weeks ago
csp-ppd                         csp-upload-api                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/csp-ppd/csp-upload-api                                                      1.0.4,latest,1.0.1,1.0.0                                       6 weeks ago
